id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUQwbmRqM2RREAE,They have creative dessert choices !!!,10 months ago,2020-10-16 03:15:53.010023,5.0,Anuja Lamahewa,0,0,https://www.google.com/maps/contrib/106413583835568992876?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUQwN2Ezd1F3EAE,,10 months ago,2020-10-16 03:15:53.010765,5.0,ᴘʀᴀʙʜɴᴏᴏʀ ᴋᴀᴜʀ,0,0,https://www.google.com/maps/contrib/108825500221193810191?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwamZ1YjhBRRAB,I'm a huge fan of the Harry Potter series and for me it was just ok. The food is great but the atmosphere not that much. And its expensive for a traveler like me.,11 months ago,2020-10-16 03:15:53.011303,4.0,clinton clyde,2,0,https://www.google.com/maps/contrib/116648196656963881500?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwbGVUc2hnRRAB,,11 months ago,2020-10-16 03:15:53.011833,5.0,Kazi Ahmed Farhan,0,0,https://www.google.com/maps/contrib/103577625797880620318?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwcGVleWx3RRAB,,11 months ago,2020-10-16 03:15:53.012412,5.0,Aaryan Ram Soman,0,0,https://www.google.com/maps/contrib/113402846181306066793?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQweWRYS3h3RRAB,,11 months ago,2020-10-16 03:15:53.013177,4.0,Amit Dharurkar,0,0,https://www.google.com/maps/contrib/111901959690567982272?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwcnBxOGhBRRAB,(Translated by Google) Nice cafe. A little expensive but definitely a nice memory :)  (Original) Schönes Cafe. Etwas teuer aber definitiv eine schöne Erinnerung :),11 months ago,2020-10-16 03:15:53.013894,5.0,Hazel I.,18,0,https://www.google.com/maps/contrib/100539453413228876097?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUQwLXBtdVVREAE,"Service is excellent. Food is nice.  If you are a harry potter fan, this is an alternative  to satisfy a bit of your mania.",11 months ago,2020-10-16 03:15:53.014756,5.0,clay corpuz,0,0,https://www.google.com/maps/contrib/111583825166961681340?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwdXRYODBBRRAB,"We spent Halloween dinner at this wonderful cafe! Food was tasty and of generous portion, I definitely recommend the battered button mushroom - so good! This place is a must visit for all Harry Potter fans. Dining while wearing the Hogwarts costume was really fun, with plenty of photo opportunities 😁 The staff was nice and helpful. They set up props to make sure you'll get good photos with their instagrammable drinks/desserts. I'll come back for sure! 🤗",11 months ago,2020-10-16 03:15:53.015294,5.0,Hani B Pham,1,0,https://www.google.com/maps/contrib/108774552254453384232?hl=en-SG
ChRDSUhNMG9nS0VJQ0FnSUQwNnBjMhAB,,11 months ago,2020-10-16 03:15:59.609686,5.0,Hoan Yung Loon,0,0,https://www.google.com/maps/contrib/115483687277414539147?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUQwNG9PYklnEAE,Great food!,11 months ago,2020-10-16 03:15:59.610324,5.0,Nicholas Goh,1,0,https://www.google.com/maps/contrib/112781092690687925315?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUQwX05IcE5BEAE,,11 months ago,2020-10-16 03:15:59.610904,5.0,Siti Sukri,5,0,https://www.google.com/maps/contrib/101000814712327900115?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwbk4tUHV3RRAB,,11 months ago,2020-10-16 03:15:59.611443,5.0,Linda Tan,0,0,https://www.google.com/maps/contrib/115216909401555131618?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwbEpxOC13RRAB,A must visit for Harry Potter fans,11 months ago,2020-10-16 03:15:59.611969,4.0,Weiyea Lim,0,0,https://www.google.com/maps/contrib/117707579651699393302?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwcUlUNnRBRRAB,Great service n atmosphere but didn't like the mains ie the pasta which didn't taste nice,11 months ago,2020-10-16 03:15:59.612502,3.0,MW Toh,0,0,https://www.google.com/maps/contrib/100681756425321894727?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwaU4zVHJBRRAB,,11 months ago,2020-10-16 03:15:59.613374,5.0,Hendra Cakra,0,0,https://www.google.com/maps/contrib/109628018509852533876?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUQwaUp6NURREAE,Great food and good for kids,11 months ago,2020-10-16 03:15:59.614172,5.0,Andy Nugroho,0,0,https://www.google.com/maps/contrib/106182038034578759956?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUQwc0x5Nnp3RRAB,Fancy place. I felt magic everywhere;) food is tasty but price is a bit high.  But I still want to visit again.,11 months ago,2020-10-16 03:15:59.614980,4.0,Marina Meier,0,0,https://www.google.com/maps/contrib/112847431470008995486?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUMwOV9ia1lBEAE,,a year ago,2020-10-16 03:15:59.615550,4.0,Shermaine R,13,0,https://www.google.com/maps/contrib/102577304564658230184?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUMwbF9PM3RRRRAB,,a year ago,2020-10-16 03:16:06.980849,5.0,Sing Chong Toh,31,0,https://www.google.com/maps/contrib/116932076955665598324?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUMwbDVudElREAE,,a year ago,2020-10-16 03:16:06.981404,4.0,Amitavo Chowdhury,0,0,https://www.google.com/maps/contrib/106526569026020107538?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUMwNTdyUXJnRRAB,"Food was great, prices for the main course and drinks are acceptable except for the dessert.  Awesome place to chill with friends. Would surely come again.",a year ago,2020-10-16 03:16:06.981932,5.0,Lim Qi Fang,0,0,https://www.google.com/maps/contrib/109515858152601284734?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUMwLThmeVN3EAE,,a year ago,2020-10-16 03:16:06.982474,5.0,DaIceWiz Gaming,3,0,https://www.google.com/maps/contrib/116849314305394215630?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUMwNDc3ZlFREAE,Harry Potter fans will like this small cafe. Love their pasta options too.,a year ago,2020-10-16 03:16:06.983034,5.0,elizabeth4 chua,0,0,https://www.google.com/maps/contrib/104050956113986714345?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUMwamQtWFlREAE,Nice place,a year ago,2020-10-16 03:16:06.984177,4.0,Suresha Bhatta,2,0,https://www.google.com/maps/contrib/107748593935863468624?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUMwMWV6MDFRRRAB,,a year ago,2020-10-16 03:16:06.984715,4.0,Sergej Matjuschew,0,0,https://www.google.com/maps/contrib/111603453003684583017?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUMwcGRQY3hnRRAB,,a year ago,2020-10-16 03:16:06.985244,5.0,Chin Liap Ong,0,0,https://www.google.com/maps/contrib/105499749288103007027?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUMweFkyb09nEAE,"Great Cafe, big meals. Best coffee in all of Singapore!!",a year ago,2020-10-16 03:16:06.985774,5.0,Brendon Tanti,0,0,https://www.google.com/maps/contrib/111503129243901925768?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUMwanB1NURREAE,,a year ago,2020-10-16 03:16:06.986295,5.0,Kt,8,0,https://www.google.com/maps/contrib/101050094838328050573?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUMwbHFTQm93RRAB,Great for potter heads. Loved the cozy cafe. Good place to chill and have a treat from the wizarding world.,a year ago,2020-10-16 03:16:13.783351,4.0,Nigel Rodrigo,0,0,https://www.google.com/maps/contrib/104123974136293984605?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUMweHNHU3h3RRAB,,a year ago,2020-10-16 03:16:13.784030,5.0,Panu Yu,1,0,https://www.google.com/maps/contrib/107893526720023029082?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUMwb3Z1eFR3EAE,"Nice food, great ambience!",a year ago,2020-10-16 03:16:13.784713,4.0,Joe Kerk,0,0,https://www.google.com/maps/contrib/100692702623431280441?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUMwb0xEekVREAE,,a year ago,2020-10-16 03:16:13.785259,5.0,Persephone-stan,3,0,https://www.google.com/maps/contrib/112461187984048317284?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUMwZ09LUHJBRRAB,"A 3 year old Slytherin would put on a better Harry Potter themed dinner. This was a dismal dining experience. The staff were absolutely disinterested and the food was average. Don't listen to the other reviews, this is a skip -- no matter how much you love HP. The team here truly are up to no good.",a year ago,2020-10-16 03:16:13.785950,1.0,Jackson W. Ryan,40,0,https://www.google.com/maps/contrib/115519175868177347940?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVOTYyc0VREAE,,a year ago,2020-10-16 03:16:13.786730,5.0,Hazyl Ng,0,0,https://www.google.com/maps/contrib/116359696224155254037?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURVcTZibTNnRRAB,,a year ago,2020-10-16 03:16:13.787316,4.0,Wenhui Lee,0,0,https://www.google.com/maps/contrib/101180288038712241686?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURVamVPWDZBRRAB,Good servcie,a year ago,2020-10-16 03:16:13.787991,4.0,Dave Chan,0,0,https://www.google.com/maps/contrib/105783827155406825076?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVOWVQclRBEAE,I loved this harry potter themed cafe. Was a wonderful place with an amazing playlist of music. Delicious cakes and very very good table service. Highly recommend!,a year ago,2020-10-16 03:16:13.788677,5.0,Shuka Deva,0,0,https://www.google.com/maps/contrib/117961933488780497806?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURVcVl5cXVnRRAB,,a year ago,2020-10-16 03:16:13.789220,4.0,Jules Neo,0,0,https://www.google.com/maps/contrib/108098481208188265212?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVd2FDMENBEAE,Had a fantastic time here with my two sons! Ordered the giant’s brunch and some special effect drinks. Service was tops!,a year ago,2020-10-16 03:16:20.556190,5.0,Joanna Metcalfe,0,0,https://www.google.com/maps/contrib/116988347355383428411?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURVZ2NIaXdRRRAB,"The food are so good with aesthetics and its always a good place to chill for food, dessert and teabreak.",a year ago,2020-10-16 03:16:20.556680,5.0,Rayston Tan,0,0,https://www.google.com/maps/contrib/118442416155965251704?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVbnNXd0VBEAE,Great food..,a year ago,2020-10-16 03:16:20.557168,5.0,Shaun Goh,9,0,https://www.google.com/maps/contrib/109341528122353201183?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVanNQZkF3EAE,Small & cosy Harry Potter themed setting.,a year ago,2020-10-16 03:16:20.557822,5.0,Fareez Hisham Misson,0,0,https://www.google.com/maps/contrib/105068132838368693300?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVLW9faUVBEAE,Butterbear scotch was a turn down,a year ago,2020-10-16 03:16:20.558302,5.0,Danish Abdul Razzak,0,0,https://www.google.com/maps/contrib/110404313978683130074?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVOHBYbkFnEAE,"Great food, friendly staff &  best place for small occasions. 10/10 :)",a year ago,2020-10-16 03:16:20.558782,5.0,Ashen Priyankara,1,0,https://www.google.com/maps/contrib/107283826179462558365?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURVa29tbThRRRAB,,a year ago,2020-10-16 03:16:20.559262,3.0,Ernst J,0,0,https://www.google.com/maps/contrib/109315239117279674410?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVdk1HaVB3EAE,,a year ago,2020-10-16 03:16:20.559744,4.0,Justin Yeap,0,0,https://www.google.com/maps/contrib/107872981687175286062?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURVbEozSnZnRRAB,,a year ago,2020-10-16 03:16:20.560322,4.0,Aarthi Kannalagan,0,0,https://www.google.com/maps/contrib/107504314637130297797?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURVaE9YcHlBRRAB,"Cool themed cafe. I like the coffee, taste so good. Fueled up my day! They have great selection of good desserts too. Nice place to just chill.",a year ago,2020-10-16 03:16:20.560806,5.0,Hawkins Vanaw,39,0,https://www.google.com/maps/contrib/102239780508794616217?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVaEpLdlBREAE,,a year ago,2020-10-16 03:16:27.458652,5.0,Ariben Daniels,0,0,https://www.google.com/maps/contrib/115507460485532224223?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVOFBLN2VBEAE,Whimsical place that is harry Potter themed with interesting concoctions and menu items. The serving portion was huge for the price and the service of the staff was great! Food tasted great as well. I would recommend this place to any Harry Potter fans!,a year ago,2020-10-16 03:16:27.459244,5.0,George,0,0,https://www.google.com/maps/contrib/115538151424070128972?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURVa01DQkRREAE,,a year ago,2020-10-16 03:16:27.459752,5.0,Arthur A,1,0,https://www.google.com/maps/contrib/114258070550621091896?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNVXzhTa1pnEAE,,a year ago,2020-10-16 03:16:27.460274,5.0,தமிழ் செல்வன்,0,0,https://www.google.com/maps/contrib/108410127945404544068?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNVdl9lVDJnRRAB,,a year ago,2020-10-16 03:16:27.460935,5.0,Bea,1,0,https://www.google.com/maps/contrib/118135321871273719795?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNVdjh6cGpnRRAB,,a year ago,2020-10-16 03:16:27.461443,4.0,Jancy Tia,0,0,https://www.google.com/maps/contrib/106239646412836386235?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNVejVHdUtREAE,"(Translated by Google) Really cool with the Harry Potter cafe and they have really thought of their pastries and pastries. The question, however, is whether you actually got a Harry Potter experience. However, it is worth a visit.  (Original) Riktigt häftigt med Harry Potter-café och de har verkligen tänkt till när det gäller deras bakelser och. Frågan är dock om man faktiskt fick en Harry Potter-upplevelse. Det är dock värt ett besök.",a year ago,2020-10-16 03:16:27.462056,4.0,Robin Loberg,7,0,https://www.google.com/maps/contrib/108958914669270037738?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNVLTdPaTlBRRAB,,a year ago,2020-10-16 03:16:27.462583,3.0,Wei_,0,0,https://www.google.com/maps/contrib/110958729123310785156?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNVaGE2VWlBRRAB,,a year ago,2020-10-16 03:16:27.463138,5.0,Sgt Major Geruru one,0,0,https://www.google.com/maps/contrib/109192803857735498923?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNVbWFIVVZBEAE,,a year ago,2020-10-16 03:16:27.463690,3.0,G. C.,0,0,https://www.google.com/maps/contrib/102565808887420096832?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNVNmJPc2JREAE,,a year ago,2020-10-16 03:16:34.370296,5.0,Chi Enriquez,0,0,https://www.google.com/maps/contrib/114189889666919509520?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNVd2IyZjB3RRAB,Fantastic food and atmosphere. Best pasta steak and chicken around.,a year ago,2020-10-16 03:16:34.370839,5.0,Giorgio Licastro,0,0,https://www.google.com/maps/contrib/100992440723064332682?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNVX3M3aVRREAE,,a year ago,2020-10-16 03:16:34.371363,5.0,Hitesh Somani,3,0,https://www.google.com/maps/contrib/117898863863189209683?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNVN3F5SGV3EAE,(Translated by Google) Excellent value for money ~ super push! 👍👍👍😃😃😃  (Original) 物超所值～超推！👍👍👍😃😃😃,a year ago,2020-10-16 03:16:34.371885,5.0,朱雅鈴,2,0,https://www.google.com/maps/contrib/111676293466023280760?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNVb3IyaVJREAE,"Decor has the Harry Potter feel with props and robes available for patrons to take photo with. Food is decent but not mind blowing. If you're in for the novelty of having special effects in your drinks, be prepared to pay at a higher price. If not, then don't bother as these special drinks are actually cheap beverages such as green tea, root beer etc.",a year ago,2020-10-16 03:16:34.372409,3.0,de shun Chin,0,0,https://www.google.com/maps/contrib/105330516836342104466?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNVN016b2FBEAE,,a year ago,2020-10-16 03:16:34.372927,5.0,Ed dC,4,0,https://www.google.com/maps/contrib/112696768496868828222?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNVOU03SG5RRRAB,,a year ago,2020-10-16 03:16:34.373498,5.0,Sanjana Arumugam,0,0,https://www.google.com/maps/contrib/117812739789526357607?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNVcVBTdUVREAE,Their Chocolate cake is very nice! People there are very helpful despite a full house. Had a great time there. Keep it up.,a year ago,2020-10-16 03:16:34.374019,5.0,sean lim,6,0,https://www.google.com/maps/contrib/102668219045773522438?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNZamNhdnJBRRAB,Pretty innovative and photogenic food available. Taste and portion wise is ok. Service is good. Walk in possible. Cost is average. Cafe is Harry Potter inspired with props and costumes to play with. Parking is some distance away but should not be an issue.,a year ago,2020-10-16 03:16:34.374545,3.0,Tony Ho,0,0,https://www.google.com/maps/contrib/118107194548169906203?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNVOE1IQnlBRRAB,Cakes are delicious,a year ago,2020-10-16 03:16:34.375073,4.0,natcabi wichaisri,0,0,https://www.google.com/maps/contrib/109010648796023326787?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrXzZyNDZ3RRAB,,a year ago,2020-10-16 03:16:41.252094,4.0,siow mee wong,2,0,https://www.google.com/maps/contrib/108789275987365984023?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrN19HZjVBRRAB,"Amazing food, massive portions. Their drinks are so much fun. Vegetarian options available. Trufle fries and beetroot soup are must haves",a year ago,2020-10-16 03:16:41.252627,5.0,Prateeksha Raina,0,0,https://www.google.com/maps/contrib/104362570711967848474?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrdC1lNHRBRRAB,,a year ago,2020-10-16 03:16:41.253198,5.0,Hannah,0,0,https://www.google.com/maps/contrib/104186593405605714693?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrc182bmhBRRAB,,a year ago,2020-10-16 03:16:41.253718,5.0,Justin Sng,0,0,https://www.google.com/maps/contrib/102886669367051637806?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrNDgyRTJRRRAB,,a year ago,2020-10-16 03:16:41.254276,5.0,Sei Spiers,0,0,https://www.google.com/maps/contrib/107514970405014707522?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURremJldndRRRAB,,a year ago,2020-10-16 03:16:41.254816,5.0,Kokkok Kok,0,0,https://www.google.com/maps/contrib/114830698846498170143?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURrLWRIVGJ3EAE,,a year ago,2020-10-16 03:16:41.255379,5.0,Ng Weihan,0,0,https://www.google.com/maps/contrib/115433602120725954361?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrdVpiNV93RRAB,"The portion was good for 2. The place is really nice, you can use the available props/costumes they have to unleash the witch/wizard in you 😉",a year ago,2020-10-16 03:16:41.255917,4.0,She She,6,0,https://www.google.com/maps/contrib/112794017796817282138?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrNmJDUjFRRRAB,Not worth it,a year ago,2020-10-16 03:16:41.256466,2.0,M.S. Dua,0,0,https://www.google.com/maps/contrib/112428844863045994287?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURrOGVfOUxREAE,"Cost space, likely good for small and informal gathering",a year ago,2020-10-16 03:16:41.257117,3.0,Brandon Wong,0,0,https://www.google.com/maps/contrib/109813054970288690795?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURrOGJxb0xBEAE,,a year ago,2020-10-16 03:16:48.295599,3.0,1AndOnlyInez Sohl,0,0,https://www.google.com/maps/contrib/118395200523287063467?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURra2ZhYnhnRRAB,,a year ago,2020-10-16 03:16:48.296187,3.0,Shantanu Guha,0,0,https://www.google.com/maps/contrib/102681209110403070158?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrd1p5NjV3RRAB,I was a fan of Harry Potter so I enjoyed this place😁,a year ago,2020-10-16 03:16:48.296695,5.0,Sherry G,0,0,https://www.google.com/maps/contrib/103441778212262440662?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrX1BEbDhnRRAB,Small cosy cafe with Harry Potter theme. Its a cute cafe with good ambience. The dark chocolate cake is very rich and delicious. They serve some thematic desserts with dry ice effect to give a magical vibe.  Service is good and staff are friendly.,a year ago,2020-10-16 03:16:48.297241,4.0,Joyce Ong,0,0,https://www.google.com/maps/contrib/118393118526173048753?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURrNktLaTRBRRAB,,a year ago,2020-10-16 03:16:48.297884,3.0,Shilpa Yadahalli,0,0,https://www.google.com/maps/contrib/113040346881483078086?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNrcTQ2TUlREAE,,a year ago,2020-10-16 03:16:48.298542,5.0,Xinying Deng,1,0,https://www.google.com/maps/contrib/113796497676530704932?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNrc3A2QnVBRRAB,"Amazing experience! Great opportunity to experience the world of Harry Potter without travelling far. The food is great as well, and the props there are amazing too. But its a shame that there were some careless cuts that broke the wands, it  ruins the experience for other customers. But all in all, really amazing!  10 points to Platform 1094!!",a year ago,2020-10-16 03:16:48.299077,5.0,Kaji,2,0,https://www.google.com/maps/contrib/114754254662339834260?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURFNmZ5NndBRRAB,"good food, clean place, friendly staff, affordable items (big portion)",a year ago,2020-10-16 03:16:48.299687,5.0,iamsingaporean1,0,0,https://www.google.com/maps/contrib/104595884448861213584?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUNFLTZ5czRBRRAB,,a year ago,2020-10-16 03:16:48.300261,5.0,Xhorxha Nikolli,1,0,https://www.google.com/maps/contrib/109184010922000733173?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNFbzhtWkRREAE,,a year ago,2020-10-16 03:16:48.300924,5.0,Shirley Tan,4,0,https://www.google.com/maps/contrib/107520854829109793579?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNFa3FqMklREAE,Had the most magical time last night! Went there for dinner but sadly we didnt make a reservation so we had to wait for awhile before we were seated but the host was very accommodating and did not make us wait long. The service was excellent and so was the food! Can’t wait to be back there again!,a year ago,2020-10-16 03:16:55.358243,5.0,Regina Yeo,1,0,https://www.google.com/maps/contrib/111718052989345225966?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUQ0N3V1bGRREAE,,a year ago,2020-10-16 03:16:55.359424,1.0,Teo Lydia,0,0,https://www.google.com/maps/contrib/108851741546911685150?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUNBcmZiYkZREAE,They do have limited food range but the recommendations were good so far 😊,a year ago,2020-10-16 03:16:55.360380,4.0,Reiy Teo,0,0,https://www.google.com/maps/contrib/109149125082922838736?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUM0NmJyU2hnRRAB,,a year ago,2020-10-16 03:16:55.361412,4.0,Nin Ja,6,0,https://www.google.com/maps/contrib/110914489331073778072?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUM0c2J1Q29BRRAB,This magical cafe in Singapore has recently introduced an all-new English Afternoon Tea at S$55 for 2 pax where you can enjoy a selection of sweets and savouries that are inspired by the Harry Potter series.,a year ago,2020-10-16 03:16:55.362219,4.0,Bryan Tang,20,0,https://www.google.com/maps/contrib/111382342282644371211?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUM0c1p2MWJBEAE,,a year ago,2020-10-16 03:16:55.362794,5.0,Thomas P.,0,0,https://www.google.com/maps/contrib/104405056926104209165?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUM0Z2RxT0dBEAE,,a year ago,2020-10-16 03:16:55.363376,5.0,Lance Wang,0,0,https://www.google.com/maps/contrib/113205645628782943529?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUM0MmR5dlR3EAE,,a year ago,2020-10-16 03:16:55.363970,3.0,Arturo Lozano,0,0,https://www.google.com/maps/contrib/109418259854253294552?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUM0aE9QRU9nEAE,"Service good, helpers attentive.  Food, bad, very bad..fast food standard or worst..Sorry, u have a nice set up, but if cant do the food right....",a year ago,2020-10-16 03:16:55.364497,1.0,rona c,2,0,https://www.google.com/maps/contrib/101867097559361076458?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSUM0LUtTOVBnEAE,Great portion of food! Helpful staffs. Cozy ambience (even better at night I suppose). Not so crowded during lunch time.,a year ago,2020-10-16 03:16:55.365028,4.0,Li Chong Lim,0,0,https://www.google.com/maps/contrib/107773282241983887764?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUM0Nk0zZjBRRRAB,,a year ago,2020-10-16 03:17:02.571913,5.0,RH JY,0,0,https://www.google.com/maps/contrib/101877235102073120577?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSUM0aUlDNjZBRRAB,Overpriced fare from a cafe trying to ride on the popularity of Harry Potter but doesn't have any official ties with the franchise. Inconvenient location. Went there only once previously & will not return.,a year ago,2020-10-16 03:17:02.572422,2.0,Cai Sheng Tong,0,0,https://www.google.com/maps/contrib/113095408263688687377?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURZLTlfSm1RRRAB,,a year ago,2020-10-16 03:17:02.572933,3.0,Akshara Soman,0,0,https://www.google.com/maps/contrib/113871141762262296821?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURZdmVMalF3EAE,Movie cafe concept. Food tastes good. A bit on expensive side,a year ago,2020-10-16 03:17:02.573487,3.0,Ong kim seng,18,0,https://www.google.com/maps/contrib/110268709624924365902?hl=en-SG
ChZDSUhNMG9nS0VJQ0FnSURZcmI3Skh3EAE,"This is a really cute Harry Potter themed cafe. I enjoyed the service and the food. The CS of the cafe is really friendly and they provided a really pleasant experience for my friend and me. The food was alright, comparable to other cafes out there, not exceptional but I guess this is standard for taste and prices for a cafe like that. The drinks were ok. I love the photography corner and the props! Love the decor, too! I'd recommend this place to all. Kids-friendly (:",a year ago,2020-10-16 03:17:02.573996,5.0,jae doe,10,0,https://www.google.com/maps/contrib/116896377122754469384?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURZbnVIeTR3RRAB,"Would say that I absolutely loved this place! Staffs were helpful and friendly! Food was ok, dessert was amazing! Loved the Goal keeper! Must try if you love the combination of vanilla and chocolate :)",a year ago,2020-10-16 03:17:02.574673,5.0,Michelle Lee,0,0,https://www.google.com/maps/contrib/118428053350836615628?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURZcnFIcXNRRRAB,,a year ago,2020-10-16 03:17:02.575191,4.0,Raymond Wang,0,0,https://www.google.com/maps/contrib/104662577744787897609?hl=en-SG
ChdDSUhNMG9nS0VJQ0FnSURZb3ZlQl9nRRAB,,a year ago,2020-10-16 03:17:02.575737,5.0,Jimmy Chua,0,0,https://www.google.com/maps/contrib/101766888467253001759?hl=en-SG
